"WBRchCd","tn02","tn25","ts02","ts25","ts_chg"
"01090002003227",0.267140303692844,0.197004487136075,"oligo","oligo",0
"01090004002263",0.303759878703051,0.202918693403196,"oligo","oligo",0
"01090001001913",0.355679600556015,0.246401212313176,"oligo","oligo",0
"01090004002443",0.566805545784375,0.487078153827062,"meso","meso",0
"01090001001981",0.896242277963271,0.765978161354582,"eu","eu",0
"01090004002461",0.530839482413187,0.440554484728863,"meso","meso",0
"01090001001713",1.32545321053248,1.21118313425142,"eu","eu",0
"01090003001053",0.0535624460384258,0.0316607265474463,"oligo","oligo",0
"01090004002498",2.44228267429823,2.33498294709802,"eu","eu",0
"01090001001620",0.563710496241257,0.459286692474936,"meso","meso",0
"01090004002437",0.657252423023442,0.553122386512975,"meso","meso",0
"01090003001189",0.71892861461531,0.620196656344821,"meso","meso",0
"01090004002283",0.645188537099312,0.545327591137674,"meso","meso",0
"01090003000915",1.17862070124132,1.0934750963194,"eu","eu",0
"01090004002338",0.486595403234592,0.403115351445531,"meso","meso",0
"01090003001114",0.521259617680288,0.442963210286735,"meso","meso",0
"01090004002817",0.416926346416763,0.301963581992971,"meso","oligo",1
"01090002003458",0.624717039058947,0.53745970266875,"meso","meso",0
"01090002002808",1.92008643842824,1.79640231827871,"eu","eu",0
